,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
10,27785,42983,6842,22930,30416,49957,20924,42522,24828,28017,30918,30841,9060,5700,32412,28106,49701,33555,38055,17881,5656,23857,11314,49811,35635,18922,8833,31428,44351,42448,8297,13719,40420,22421,45675,17376,40840,16784,6628,39993,43721,23231,38086,44746,9603,19115,29759,32312,26488,38789,4022,11456,30358,35986,43941,379,4104,26517,39589,25070,712,16977,24133,29155,37059,14660,35135,44736,34443,39569,1199,15320,34148,8855,6072,36378,44601,26350,22144,44592,44137,19093,31902,49195,42577,40115,36327,4517,17673,49858,21023,7499,39545,11262,18396,43868,1822,8301,2698,2936,34250,27175,7083,38614,41211,13749,32389,29219,18361,12438,9455,42699,40901,7264,13265,6412,4673,27986,4964,20779,43783,3454,32334,46368,19762,26866,28164,20629,4119,19680,27604,34110,31021,15236,17988,25301,26179,5864,33594,46094,33642,840,32631,21564,43901,42096,30012,36284,16315,13016,43589,2227,3100,18916,41916,28404,7557,22204,35327,16671,14368,49369,29736,26048,43689,47378,6388,2619,1422,42988,24635,26416,34104,32752,31540,30922,45096,44536,4151,27998,28074,17671,23737,26746,47682,48131,25455,49750,13936,42642,1125,2743,31476,7911,29324,7945,44035,11389,22652,43651,7200,22038,564,17334,28468,35895,8862,43441,46788,28401,34059,33896,21902,33546,2013,42594,28086,569,25863,272,5603,9447,24979,3399,16043,42413,27387,43808,45482,44367,19322,47245,28827,19561,9853,14868,3066,18579,27118,24809,36355,34233,23688,27371,43201,38283,17815,12511,46090,3404,43221,24209,8570,8589,21245,11670,747,16611,33467,44445,29803,16980,28687,21915,43274,30247,48561,12368,34819,36775,13286,35685,48463,20849,42336,49784,14702,8369,18183,6430,23907,29441,35624,16538,28801,18194,31625,16728,49323,1256,43079,32163,22153,17424,12938,8436,42500,10880,1685,30810,2263,610,20688,14930,25720,24522,35394,21804,38044,25656,39932,2893,40988,15575,25654,9608,4536,4217,2327,28459,43963,23,26608,32212,24126,49111,39114,7112,24980,40215,29206,18429,41014
11,45510,28801,3149,22988,20910,31174,39422,47706,35224,15811,39551,11032,37907,21905,9773,41839,43353,34556,17360,40690,24151,4642,12234,1817,27754,5341,15198,7497,33831,2936,15612,42275,12423,16343,30722,30110,13888,35919,44102,27955,8697,37656,31431,26391,14119,29869,18930,25462,16785,38271,4959,22319,15193,36103,19695,29322,18336,31022,35522,5977,21307,30601,19692,48013,11689,4041,43136,20019,12440,1465,20416,12925,4079,3733,2961,38470,31900,24521,12479,20192,14559,27338,19074,38442,25247,38654,24906,24442,38041,48957,21289,18142,49074,8059,45688,19343,5438,6608,45915,16944,34803,15018,22787,16718,18521,35237,655,32081,23605,40805,21626,45122,11049,49094,25445,43787,39028,30010,23113,46227,38354,24685,3529,22833,25927,16689,46600,27495,115,8961,145,36187,37063,22081,38761,45090,29420,24194,17256,42618,10104,2906,9203,27584,9968,37841,42424,17400,19968,14837,28513,32033,23530,36180,23596,31003,49051,38004,23335,40103,18787,46333,1900,14130,43951,30212,30708,47297,28900,26810,27216,39247,37507,33671,38763,11495,28333,22747,21225,30779,18737,14747,47206,46303,33252,48436,25120,15540,21444,22759,37376,1246,38731,4421,9086,38595,36872,41551,37465,27351,38715,39931,5908,24535,35130,11627,19841,33373,15635,29887,42675,32425,32544,33491,31525,21172,21923,47467,24787,30159,44895,36965,23889,18768,31300,29529,4698,10892,11079,8081,29655,31882,20080,42744,1655,5695,23353,41423,32006,9267,19565,22858,44118,4033,35997,937,21613,44472,11820,44252,37527,25017,36966,20995,24297,35103,39138,43896,35013,24538,39696,46993,25361,6562,13178,39469,33717,35734,48479,49961,33810,40396,16864,23021,49949,40923,30849,14394,27058,37626,33444,16935,21116,28014,18849,35583,39553,27753,22851,39553,18859,38787,39728,41141,5236,42105,16586,35792,16272,32100,5281,19820,35457,14742,18623,17219,44522,37724,5359,32672,18753,37902,11005,347,39196,6654,29542,22394,27788,1486,27760,18899,47534,44978,2982,30402,46830,7904,40527,44164,9785,2654,22059
12,4598,14134,13444,17137,12248,18987,37844,11519,37988,35808,19149,9511,37177,1323,35679,18141,43289,42915,32457,43091,16058,44575,33202,5150,19944,48188,48690,23137,15861,551,7748,5863,4901,30001,20352,18969,46995,5693,38747,19778,36753,307,31002,6356,38619,24935,43916,46715,4013,12295,13702,18071,34449,26048,13896,33843,45267,20616,10584,37308,7292,44765,18008,47684,35505,38206,43022,46001,47276,25129,42417,15057,37417,38975,23978,25674,46499,28780,25094,27861,26125,47520,41261,26689,15540,29931,46227,8019,46071,15756,201,21906,48908,43250,22783,45431,14460,2359,16538,10078,33056,18974,48591,48599,4759,26706,10497,13841,37078,32323,35598,8980,370,38027,35997,4124,5206,40386,28112,24978,35388,44489,2068,40717,4049,42622,15664,34313,21022,42309,7212,39601,44318,12236,15343,6314,9358,46673,46695,19330,36194,27637,19269,2352,39078,8956,5584,35991,19569,1595,5127,17726,22889,40829,6208,19159,31230,45814,45257,29246,5934,16628,44125,16294,15541,32403,2813,21260,6649,39029,28190,4756,12894,1959,47525,48099,22047,43700,2326,5549,18724,26114,10457,44961,35127,49577,18024,28813,5477,29677,24975,36343,42996,38309,43895,14293,28338,45843,47884,1529,33271,10834,46165,35390,11212,14224,20578,4889,23027,35670,47973,44938,1388,6985,17724,13107,49240,19734,11626,30031,41131,17411,27900,685,17231,40107,27477,20738,45214,6744,31989,28169,34018,49575,28113,21755,1262,45079,31496,22766,10100,49316,44535,15679,43070,49367,27914,49558,24672,25109,9848,6609,7816,29830,3922,45447,35657,33926,19221,5304,32538,28416,7893,23316,5569,14715,26578,17404,2332,17553,28276,11916,7083,11352,1905,39310,25207,34237,28317,35179,28893,25203,14058,46011,38661,40982,13845,31949,23458,24446,564,4743,9067,17001,31815,7030,13950,35128,44927,16973,19109,32904,12171,37692,39632,34678,23312,32540,47493,48083,44036,21375,38668,32342,28876,33036,48087,3677,23604,3933,22344,33207,28768,36985,35614,15222,22897,10655,29660,5127,9889,49143,1938
13,36764,26610,5406,18642,38035,16691,21635,28510,27812,29958,19327,42905,20170,21456,1739,9892,11906,10002,22285,21958,18313,9059,19990,5582,4698,25773,24298,30510,45772,12401,35056,14399,30798,7881,25303,38299,46033,28818,22570,14519,34678,46713,41823,9307,36029,25845,34392,39746,28835,5021,7923,43114,32629,41856,48938,44781,49859,2555,15545,41807,26406,42896,11329,5421,3551,1926,24140,2990,5884,22717,11842,24345,26242,7864,47201,29713,47604,21123,33568,14795,4471,3937,37168,16155,34340,2872,34762,27612,37608,33712,24656,247,32055,9732,5939,30170,21478,2668,33554,31932,16359,15691,10540,7389,38071,25865,29170,7488,31226,4175,36368,3403,28622,14153,10390,17842,48110,13787,42371,26756,18741,38147,41637,9320,26720,40905,18008,26390,24538,43106,20070,22652,33338,35968,45268,33610,41175,9622,36254,37727,15768,2977,713,21272,624,4254,33475,43400,28635,3604,3161,1656,31755,35247,41893,45174,46951,32210,17725,32233,5075,11800,42534,46695,18170,49231,23309,25852,35444,34635,36858,5068,17157,19752,18043,18349,15119,36849,1645,36266,40157,4704,46182,7281,48818,15581,23147,13229,36930,40138,23943,44143,41917,35933,46153,28394,38656,48538,46089,29008,18952,12515,597,5562,34877,43125,12627,47724,44032,32565,44095,48028,34043,6727,24599,38162,41810,34485,39350,24162,46121,18004,43998,13238,41812,32574,12230,12155,33120,45229,32107,2167,17511,47837,25834,44078,5511,44833,40373,38083,19932,42566,9018,550,16048,22844,19589,33537,8069,3634,34502,42765,39183,22636,45436,3846,18799,33998,42165,3050,36136,5462,23202,3320,33834,25530,26896,11163,32547,21206,40831,9138,48546,19551,20523,41070,3767,17858,17261,33925,795,35973,9284,44418,27649,2022,32657,24791,21989,10651,10474,10554,31558,3872,25631,47622,30519,18508,14648,17726,44282,38540,24646,26450,18313,12143,48640,4919,33715,8038,21454,18648,28532,18112,5295,42988,15723,12530,31056,44135,19655,14266,5027,45291,35458,23153,47567,34554,25433,13856,26465,45298,6818
14,29460,15377,37223,46826,27138,780,21755,1656,43274,6912,23060,35189,11786,8640,4831,20064,9783,34142,37317,9568,41818,4722,31735,9898,40058,32270,20782,49224,45083,2421,28137,476,37748,40188,17680,37090,29669,30867,34166,17017,37825,44168,14174,28708,5515,30376,23678,22128,26799,3692,33799,32824,27967,12904,13835,29887,20356,43366,4955,31326,28310,36025,1243,399,16536,26493,18705,32034,1990,8323,39219,10972,25248,38322,41916,3395,49427,5203,9776,11458,24124,32753,23682,35225,19947,13448,19160,29489,43062,32844,41552,49723,16914,14153,23097,44303,37466,27590,32614,11655,47686,44364,45064,45691,9585,33878,12406,43309,29318,7332,38928,43190,14721,1487,47522,19834,44908,24293,2232,14857,47635,43277,44479,29673,39427,43026,48866,2948,44713,2900,49435,46306,6266,32501,9465,45543,44479,47819,46285,39719,27988,592,37906,29900,26409,13424,43198,49059,42741,668,36826,11122,42533,15962,42547,36859,45346,44214,35006,40220,8220,17802,16200,23905,48171,25702,36705,28290,2658,26600,11867,40351,5035,5434,27923,32972,1552,30257,34892,39639,7781,37717,37099,32343,17129,6839,48828,38936,28750,18148,32541,2368,47395,36842,14598,19992,22925,45195,16799,34039,7384,11855,932,38517,32764,34985,3478,46075,35764,36907,42347,36602,20956,4752,6177,2468,41135,42907,46902,17933,48652,37959,38400,42302,32144,1575,15034,4817,49932,43074,49087,37399,46564,38419,1941,39543,37991,4437,39075,23910,17384,28594,28548,37533,42912,901,34284,22371,43930,45302,34197,10722,26157,7097,22073,44849,30,5043,11003,30659,41416,34530,904,17865,14417,16401,17594,20571,5918,2266,32483,45316,25671,26464,17806,22328,25158,25311,8091,480,12407,2598,21200,19643,24311,17857,49202,14119,18801,15308,35367,43239,29275,8471,19302,46333,12455,14320,15658,49741,45698,9382,26618,45009,16409,35790,30493,1602,7989,37911,6053,30781,48512,40887,10320,272,35369,40464,31340,30546,19434,38963,19608,18041,11783,41273,42379,28704,4752,23810,28068,46737,31058
15,14785,15613,47907,14564,47233,13324,10177,2640,42835,30604,881,27629,43108,36525,3117,40420,18358,38707,31117,10355,33224,1755,45310,22216,7874,926,17151,34306,30225,18780,8736,37026,45372,3744,5053,23119,43232,9671,28746,29502,41292,39259,15006,21266,4978,35924,46123,49612,16143,638,33362,26361,20154,15230,8414,36005,28895,21806,19173,17474,12034,32942,30793,37448,6212,48905,29404,10041,22187,10262,41735,25263,34264,32845,18539,25264,36214,15260,30322,40905,13519,43613,17057,23240,17533,10334,11204,22645,6996,29083,33183,5204,31639,18438,26955,37056,38395,8217,17968,14746,35929,19346,37816,39276,46427,36556,10273,41004,49470,29290,45768,31596,7044,17280,15471,40586,27207,38778,9850,39088,31982,44895,11548,15601,28030,46105,38652,31270,40137,20308,49179,9716,794,41993,26161,15735,22946,7556,38647,9705,2985,12949,34207,18965,38478,10332,1463,29469,3351,36830,12541,2805,32218,32995,2126,17507,4666,29543,27299,2577,43503,3885,3815,48886,43001,48,23220,37481,778,42593,36825,33470,13833,24281,15519,20389,32443,16775,49763,3760,27263,43690,18394,8198,5267,43235,46579,18980,27134,22355,14448,44944,45103,15881,6402,1649,13839,35130,44255,1153,7385,27882,29486,49243,15964,28701,36912,41424,2420,9053,48440,22471,6923,15035,9254,26036,37982,39195,17201,39027,44978,33891,4891,37141,22235,16397,14874,21474,32139,14967,14606,45031,9346,44715,7308,42367,203,18490,24804,13499,40173,25560,47104,9601,23482,17719,6256,39609,459,41386,49573,39492,29114,2833,49345,22095,47918,2526,7624,5290,1840,8536,38088,189,39042,16150,4563,27205,3152,28271,1422,1966,30146,15728,5368,34311,47598,17257,33550,40314,37127,4702,5294,23127,6026,27087,20,20035,34904,699,31495,24481,35204,25652,23372,37357,20251,38672,7317,21588,24645,18911,41487,21124,27350,13905,20309,15264,37416,30133,466,43019,39446,44687,35135,35897,20580,20071,2661,33657,3228,21388,38442,25163,40720,49985,43166,47009,7375,1244,31739,28649,20477
16,1052,29011,18950,43707,40841,43470,35123,32617,47481,33183,38483,25192,44181,8748,46113,5414,28216,48043,42218,33859,1943,28580,38375,13671,1420,3951,28186,35669,23966,1547,15786,7408,37381,10499,17772,1050,26427,17588,34190,45055,6824,17426,8934,1787,31894,39899,6020,22610,43039,49433,24570,9859,22250,43685,7482,24154,1670,48912,33501,1972,8616,41317,18216,24354,22776,16416,36384,31342,1923,38171,44768,5161,9516,4055,5440,47333,38179,1285,36268,35791,38548,27227,21191,47520,21339,15040,8937,41751,17691,27336,38266,47655,35538,39281,37398,22906,7380,41681,9937,10357,13109,28792,39632,33667,16844,32674,9774,1371,2981,8751,10220,2639,28149,17947,37984,35483,6962,20621,33240,15017,49185,24968,26436,38201,24748,26721,17017,42034,45732,13574,36871,47231,28330,38089,22546,24292,4306,20834,32679,49305,16048,49851,44801,49590,3336,39915,24474,25582,5790,36842,27909,6470,36897,3039,19893,25834,24296,40203,44667,43072,17126,3203,19484,8459,14512,38110,26117,4830,29959,31217,2592,48888,27368,6138,40208,40212,40015,32288,19883,5713,45790,9239,2899,12335,47391,35213,46086,2647,9867,4199,45599,3200,2481,7829,12319,3145,43794,44821,2263,46770,34941,18050,22341,35396,45908,23763,24204,49947,48169,45578,41520,34764,35399,33181,29053,41111,7677,2660,46226,10336,11140,21655,29894,47663,48041,13956,9046,36547,44715,11924,15983,33558,14625,29505,14863,48620,41385,5444,8205,14908,44466,41410,35311,24907,47660,10147,29156,48681,25780,47176,25894,45282,40972,37666,42940,33967,1564,25171,37652,715,2246,14866,20651,19642,5348,27792,11849,20053,34527,27980,34338,2681,23697,11606,2348,24815,37537,10305,47128,7281,195,48788,43683,27777,19705,19624,26116,28774,23862,40717,45672,41816,12069,357,6522,2490,17837,14286,41417,189,30311,6913,39729,32048,42374,25823,35891,9813,19715,37796,45948,5618,43872,5940,39348,41688,23621,30130,42119,2503,17922,2780,12294,31919,41460,3247,48604,28899,26718,4445,18953,1318,39345
17,45204,19508,9818,37053,12637,40430,47402,14140,1004,34568,6548,9101,38823,41005,3586,19455,46930,6607,19753,37099,44148,8768,3361,23697,22602,41524,27602,24024,15127,3567,32684,20827,34198,44603,42388,22813,27424,34263,41365,19857,41168,46751,39026,13738,43915,31221,34505,46290,49743,44978,209,24279,19661,42380,11341,39645,3071,3580,9065,27584,15541,12000,32119,18013,37287,23227,20799,41853,2781,18363,10595,49665,25857,6669,44353,26269,45879,22872,9077,14396,5137,3213,2225,8745,37152,14995,24636,34183,44160,40588,9625,37821,7248,13184,24591,7654,14895,12328,34016,35520,33759,6355,49354,24770,35388,7486,1463,22736,25508,36999,35746,35875,31262,27272,22346,12342,41878,22484,12241,35664,33037,33119,38059,11917,35728,11327,44249,36296,43742,15835,30074,15128,43947,23200,22097,15405,26811,37607,35303,19431,32824,26128,6815,13514,9580,7930,41713,47732,24292,34742,21739,24447,2567,40738,47044,3610,42113,24892,31259,38273,24561,32191,11462,22418,4766,26614,45245,36812,32260,8305,45781,22565,18515,12431,22884,31139,8926,6118,49545,37428,27060,10632,46693,486,1846,47646,39093,19997,18277,41081,11488,28485,40748,31467,7787,26512,17645,32884,21865,36643,45372,622,23286,42545,12582,28638,31661,18579,22135,43930,3872,14079,5017,19297,23699,29964,44783,5948,33076,34551,38984,39880,30932,37248,6707,34958,43826,35624,12228,27440,23862,40207,18802,39460,26859,49656,2241,26415,44429,28930,13075,24310,19628,47062,42259,28099,10814,3609,35201,26144,20484,23821,3774,25115,11495,10724,23408,25529,31085,43746,18016,15279,8950,9243,2969,11312,46970,44839,46531,10953,28150,42500,46403,244,49842,35435,46668,19954,5457,35073,41253,232,48039,3393,15446,14531,14101,3488,15642,16540,48562,17641,44491,36726,5117,19198,35307,28723,38268,27586,31372,11810,19504,24725,2951,26049,14534,12062,40281,10070,5084,24665,49735,48527,26637,9819,5617,28180,21199,18821,13102,38288,36292,18738,14076,49734,35259,33764,20898,8185,39015,35722,1968
18,38608,35410,24011,21658,32961,40682,17664,40590,43016,22888,30165,30206,23060,15536,11705,36830,5971,8159,6862,7699,18757,29438,2845,13239,45166,20612,22464,33148,19434,25009,38072,44334,3687,47250,15488,23922,3617,49669,9763,28276,49875,29221,8919,5324,46346,33809,48625,35081,35147,44200,39474,21804,14730,13584,18239,30053,39470,11049,40139,29316,32449,12850,42557,28464,29823,36452,25134,20730,44379,17949,9199,43142,34727,40170,4844,32667,6053,10804,18087,15794,8613,12410,18640,45600,2466,49936,21118,16172,31628,44946,13028,39396,46055,22458,24108,18106,19625,5510,17785,9144,4261,3730,49018,23521,23513,38891,6274,12625,26808,20549,27867,38082,45147,42586,8383,15228,48589,21352,3562,29421,49162,39968,47051,35645,21391,12493,4314,43549,41403,48081,24197,7987,34018,12920,322,7108,27386,43766,32535,45137,44675,32347,12903,49232,28645,5440,4448,26386,46686,26279,42193,25752,36033,45277,24799,12418,38110,26394,25586,21278,19120,16850,44868,10263,39554,33135,27002,2156,31871,36065,7908,20528,15448,25345,21230,47833,34760,43042,25106,18531,22750,1006,41378,32301,18227,27133,45291,29075,3743,40776,42909,9365,32436,31610,13421,40065,12813,41132,45673,45477,29251,29963,34533,7718,42506,9670,19004,48007,779,35040,8849,23407,29709,31497,43290,19382,48800,40860,46310,45584,42745,28967,16573,10944,12656,14529,29495,45494,17345,26264,30544,37110,6291,16446,48501,5367,38620,24551,36044,44149,684,40830,41208,35267,21319,42922,21514,12165,2255,16097,23985,5366,38330,17610,27049,43238,40474,10720,7192,20298,31237,26089,19863,15330,18307,360,44750,18975,39513,16135,8585,44719,38263,22275,28216,20675,16514,29405,4282,22037,25729,46647,37996,31329,47845,18621,31393,23098,29231,45919,37794,30114,28910,17269,22089,31306,26902,968,5757,23861,24342,18862,47977,34839,7622,49094,27639,4462,34490,43631,6836,10320,16927,36873,433,10197,33723,17555,4432,32936,23121,30772,37251,11835,14416,29562,26133,26305,37939,37522,9278,15682,2314
19,48247,18906,43375,44685,22343,44537,371,30286,7613,48986,27122,35475,19025,6505,42915,36259,42930,17376,41136,6687,41792,31370,41887,8826,11998,49101,39669,28399,41815,21575,9616,6083,12858,24180,29796,3076,23650,39818,16649,10808,32278,7334,27906,31797,2645,26485,30950,11899,44128,44909,44292,39674,14403,29588,35078,34542,24614,7393,16458,35210,43542,44071,48855,15171,15391,1454,45213,39760,46660,36022,17474,6617,44612,18355,5140,35184,2668,36783,7937,47809,47252,2468,34788,41898,3351,19373,49233,2106,31425,896,9789,19895,42212,31960,19343,34316,26798,1435,5873,17515,9868,18383,40224,31645,30963,6834,26113,39690,7710,3881,8649,9465,24734,4661,37330,6290,47952,3117,9929,39194,2252,32089,9293,2185,36160,26809,35827,21233,45035,42725,16421,17960,42476,13420,28138,37088,40443,42488,27225,38049,2162,4560,28682,30555,111,7934,5373,23481,40124,16924,4628,39975,49924,38106,33443,44565,13848,16034,47,6076,40973,30310,39231,22196,19921,7936,35771,6047,26569,36639,35365,35989,25037,19147,7663,26617,8093,5158,46608,46296,35946,12219,35835,38302,12298,45544,1094,14542,401,29767,24426,11316,7668,34608,26779,6966,17396,29825,21434,48616,42728,34575,13599,21066,24796,33693,3764,8519,45145,39061,39261,15554,17845,33401,37438,8935,47709,401,46053,14129,13082,23104,46758,4791,46408,36266,9249,18350,48511,34746,4954,33994,17409,24709,26413,1626,49113,26164,47740,31622,34833,46006,18824,9417,35317,37774,17871,7687,29235,5100,29107,26052,931,1983,15069,12217,40312,15725,23710,16571,30047,32442,13628,41918,6252,8737,4807,29656,3091,41974,13999,38990,41938,11108,32025,24301,31677,43493,19317,26298,17094,21000,10983,33847,28183,2708,9352,43566,5901,28906,9302,10559,16149,44688,3616,7574,35010,10384,49366,22616,41506,38264,35879,40302,23344,24774,9494,43418,2998,3179,11591,36850,32053,45760,47590,29843,29279,4066,39948,4433,36506,10556,20933,36708,44575,48811,42287,45113,46579,45717,10039,13841,38234
20,44195,18172,39592,32835,10180,40806,18970,17520,47813,22996,33007,27505,7673,13800,34525,40395,16228,7956,46906,24584,5558,1215,3368,43286,5476,7439,12940,45090,46485,30470,11192,48453,46216,23621,21469,8918,29762,41846,12125,16465,25600,21578,34222,41142,40140,18257,26365,16391,955,26776,26714,36596,1046,23745,37881,43635,38428,42274,11688,7018,42815,19639,41196,14510,37877,33769,42959,37335,49631,37638,20795,2921,40248,22282,5524,48418,21439,30128,11981,48852,15530,47082,46215,39449,1140,30740,27830,26244,1628,41734,46029,34241,10853,17696,30349,15486,30241,14621,13793,20862,48886,8005,40441,16826,37362,27700,13160,20497,1787,30910,17892,24474,8939,48963,46223,42209,12560,35352,8747,23519,25780,23498,24165,38319,20823,10024,9827,21523,47934,441,25536,18172,9786,35850,31164,23845,19916,47630,32501,49844,28926,3915,2836,16200,10233,29344,21855,1823,43358,1234,42405,38136,10233,18529,34840,24841,33268,39982,43916,46934,45001,33072,27373,20038,17066,25880,25414,48600,5825,48859,4267,13414,37094,8645,30711,21787,37426,43222,29521,7573,10602,26244,45873,41237,13008,533,19101,8352,42359,20295,781,27323,39152,46895,46420,6032,24433,37169,23900,34700,12804,29339,42357,19349,29546,46012,16159,37189,22137,49963,11778,7634,12334,3105,22943,24655,15315,14533,44754,44082,6303,22308,33050,4152,8831,21669,49011,2704,30562,49729,45926,30434,8819,47154,20697,28595,27180,9046,5761,38572,21879,5217,24020,34188,15945,44853,19844,5806,30311,5121,27108,48291,21214,43457,42413,11146,14151,13056,30401,5031,28790,27294,41719,28847,14756,16307,13965,12908,21483,17545,22130,36588,659,48066,41394,14392,13110,48815,45950,13920,21564,20486,39979,7748,13612,37618,26195,30259,38339,4441,13507,43512,10464,35714,21614,10843,6456,1062,12805,22538,35746,8728,21770,29416,13978,48565,40068,13799,30683,27794,20733,4999,34133,526,24633,20557,35177,39449,11861,39848,37984,48888,6576,35115,36310,30016,5308,2343,10042,22854,27554,45195,6649
21,18185,17646,8157,11917,9766,26639,34597,16315,47074,16612,1489,15070,2608,34842,32654,36836,47555,30853,22868,14083,34405,24924,32252,40237,19064,14075,21124,29619,33752,26329,31459,27020,31074,48914,44385,38473,47196,31972,43260,44154,5249,25506,42480,6841,33960,13423,3460,6599,45162,39632,9046,42728,23822,38381,8842,41740,43495,4130,26019,9104,36480,19999,17501,28820,28715,3703,7656,36623,28044,33903,11272,9851,41026,44887,1728,2280,35422,40469,24152,37378,15509,41693,38455,49957,31795,46024,31759,44809,40343,1096,13344,44230,30025,26347,36843,31456,25370,28029,36941,41771,31048,13301,28670,12600,11197,683,13081,43980,16691,32058,13867,45422,42469,16730,41860,21558,25780,18562,31363,19597,44556,18176,20035,27691,29251,2163,48051,45716,18923,13055,12129,42776,13764,39865,19748,31487,41487,14779,31220,10810,6710,46744,10271,15949,3723,4746,41992,11461,26475,41373,37557,38142,17070,47267,21303,21571,15497,20517,14531,16285,22595,8800,41861,49915,37679,41469,16148,40352,12112,32204,38913,47608,25705,21011,24890,18985,44486,29045,26293,6877,32888,11409,6432,29525,936,47525,43675,24998,10372,4463,20227,44036,850,47763,2349,3331,44529,24649,45651,18394,12715,47212,21018,41884,15251,45217,16875,1701,13203,7027,3308,4006,19927,47276,3392,26238,24220,21944,39108,40329,44998,7195,34675,11394,26860,41298,30265,42458,22992,11039,4808,22053,4977,24241,19734,33265,29611,42346,5357,48154,34790,19864,7701,42759,29944,26569,24827,29518,18093,23855,39318,34650,40608,31555,18174,5876,30381,34155,21113,11654,6887,9422,33774,43558,8619,37514,18880,25194,16744,44101,44647,23769,45813,13314,11404,27169,29099,3716,26414,640,27398,3440,12589,26639,38409,26775,46122,41980,14433,18941,15914,40986,30707,7289,3923,21094,37224,30100,37034,21654,22887,42030,19352,43318,30966,5705,31467,18606,18219,23220,12986,30132,22267,17978,11780,20729,5420,34724,19744,158,11533,35138,4001,21592,566,13580,39180,41273,8040,48349,48425,30668,25106
22,10047,30580,24416,13041,38831,3143,39439,22922,39954,35351,14837,49760,35475,3326,25711,39102,20382,44031,18714,38923,1080,23406,20302,37872,26871,6054,3064,47550,39061,31963,5445,12958,23195,40631,15905,24724,17553,45268,8021,5849,15302,24534,34997,46016,12513,5053,18659,21747,40910,22479,48302,32486,39962,34719,22358,40840,13112,4598,11487,13840,39766,8434,25388,28956,8317,11736,3107,34971,21478,47868,42579,12127,45873,11953,39849,49270,4040,21482,41440,30038,10966,45294,18663,30060,28853,18354,43498,33423,29458,4832,35390,19528,21880,6766,47460,45346,27349,18614,33670,23726,6073,17749,41837,8017,22696,18720,6341,45829,12973,3772,15462,11356,28208,5662,27972,22223,38742,44726,40656,1070,6309,30036,12213,11163,3113,42651,44629,19911,17213,40847,2928,48257,17765,31671,43130,15719,2176,32064,47666,9999,44355,35055,38255,27491,42371,22026,49164,3783,40489,40406,25097,12631,43580,27219,2698,1495,25307,36413,7212,805,25488,4882,11180,12789,23741,32075,32680,13913,24025,25646,9467,37146,30034,29612,21467,15167,30724,39794,9229,27179,34712,33786,36065,26613,47375,1770,15476,9129,19365,19292,563,1337,2390,42963,15,26905,30011,41304,46567,38952,35165,12550,21110,47391,4889,21157,41693,10923,29482,43583,42477,42947,39289,24774,37415,25960,44933,195,46335,4304,21916,10275,31441,3114,28600,21867,33875,42924,17166,37065,49457,24834,4588,31414,48368,8261,44813,13510,37531,2372,20669,14622,24595,21233,36510,9519,12337,37671,7011,33411,11172,19512,10104,44099,47725,19819,13431,29354,46290,14419,36375,10582,18911,30670,41707,18590,10705,28228,21458,35199,32642,31371,17715,41518,35929,41965,33779,8690,20718,18891,33503,26957,12983,42062,49828,19183,26885,29114,39113,20341,48037,16365,14034,26583,1250,47379,3633,39712,34071,13137,15282,10960,32605,15933,12595,10158,46347,34277,28317,30159,32391,25533,14211,41023,19517,24264,5067,33188,14811,23559,49058,16976,102,32224,14533,2585,42185,2838,24456,32265,18809,26173,16933
